		AND		BOOL	CHAR	CHR		COM		COMMENT	DEQUAL	DIV		ELSE	EQUAL	EXIT	FALSE	FLOAT	FLT		FOR		GTHEN	IDVAR	IF		INT		INTEGER	LBB		LCB		LPAREN	LTHEN	MAIN	MINUS	MOD		MUL		NOT		OR		PLUS	PRINT	RBB		RCB		RETURN	RPAREN	SCOLON	STR		STRING	TRUE	VOID	WHILE	WITH	$end	andor	arrt	assign	bexp	bexp2	bval	dtype	dws		elsests	empty	exp		fact	factarr	fline	ifsts	line	nline	numexp	pline	rln		strvar	term	var		
87		-		-		s47		-		-		-		-		-		-		-		-		s49		s45		-		-		-		s7		-		-		s44		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		s48		-		-		-		-		-		-		-		-		-		46		-		-		-		-		107		43		-		-		-		-		-		-		-		-		-		42		40		
88		-		-		r47		-		-		-		-		-		-		-		-		r47		r47		-		-		-		r47		-		-		r47		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		r47		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
89		-		-		r48		-		-		-		-		-		-		-		-		r48		r48		-		-		-		r48		-		-		r48		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		r48		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
90		-		-		r49		-		-		-		-		-		-		-		-		r49		r49		-		-		-		r49		-		-		r49		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		r49		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
91		-		-		r50		-		-		-		-		-		-		-		-		r50		r50		-		-		-		r50		-		-		r50		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		r50		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
92		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		s108	-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
93		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		s7		-		-		-		-		s111	-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		109		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		110		
94		r21		-		-		-		-		-		r21		s71		-		-		-		-		-		-		-		r21		-		-		-		-		-		-		-		r21		-		r21		s72		s70		r21		r21		r21		-		-		-		-		r21		r21		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
95		r22		-		-		-		-		-		r22		s71		-		-		-		-		-		-		-		r22		-		-		-		-		-		-		-		r22		-		r22		s72		s70		r22		r22		r22		-		-		-		-		r22		r22		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
96		r24		-		-		-		-		-		r24		r24		-		-		-		-		-		-		-		r24		-		-		-		-		-		-		-		r24		-		r24		r24		r24		r24		r24		r24		-		-		-		-		r24		r24		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
97		r25		-		-		-		-		-		r25		r25		-		-		-		-		-		-		-		r25		-		-		-		-		-		-		-		r25		-		r25		r25		r25		r25		r25		r25		-		-		-		-		r25		r25		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
98		r26		-		-		-		-		-		r26		r26		-		-		-		-		-		-		-		r26		-		-		-		-		-		-		-		r26		-		r26		r26		r26		r26		r26		r26		-		-		-		-		r26		r26		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
99		-		r6		-		r6		-		-		-		-		-		-		r6		-		-		r6		r6		-		r6		r6		r6		-		-		-		-		-		-		-		-		-		-		-		-		r6		-		r6		r6		-		-		r6		-		-		-		r6		-		r6		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
100		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		s7		-		-		-		-		s111	-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		112		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		110		
101		-		s8		-		s18		-		-		-		-		-		-		s11		-		-		s17		s13		-		s7		s20		s16		-		-		-		-		-		-		-		-		-		-		-		-		s12		-		-		s9		-		-		s5		-		-		-		s15		-		-		-		-		14		-		-		-		3		-		-		-		-		-		-		6		10		113		2		19		-		-		-		-		4		
102		-		r8		-		r8		-		-		-		-		-		-		r8		-		-		r8		r8		-		r8		r8		r8		-		-		-		-		-		-		-		-		-		-		-		-		r8		-		r8		r8		-		-		r8		-		-		-		r8		-		r8		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
103		-		r11		-		r11		-		-		-		-		-		-		r11		-		-		r11		r11		-		r11		r11		r11		-		-		-		-		-		-		-		-		-		-		-		-		r11		-		r11		r11		-		-		r11		-		-		-		r11		-		r11		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
104		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		s7		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		114		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		4		
105		-		s8		-		s18		-		-		-		-		-		-		s11		-		-		s17		s13		-		s7		s20		s16		-		-		-		-		-		-		-		-		-		-		-		-		s12		-		-		s9		-		-		s5		-		-		-		s15		-		-		-		-		14		-		-		-		3		-		-		-		-		-		-		6		10		115		2		19		-		-		-		-		4		
106		r43		-		-		-		-		-		s88		-		-		-		-		-		-		-		-		s89		-		-		-		-		-		-		-		s90		-		-		-		-		s91		r43		-		-		-		-		-		r43		r43		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		87		-		-		-		
107		r45		-		-		-		-		-		r45		-		-		-		-		-		-		-		-		r45		-		-		-		-		-		-		-		r45		-		s69		-		-		r45		r45		s68		-		-		-		-		r45		r45		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
108		-		s8		-		s18		-		-		-		-		-		-		s11		-		-		s17		s13		-		s7		s20		s16		-		-		-		-		-		-		-		-		-		-		-		-		s12		-		-		s9		-		-		s5		-		-		-		s15		-		-		-		-		14		-		-		-		3		-		-		-		-		-		-		6		10		116		2		19		-		-		-		-		4		
109		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		s117	-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
110		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		r59		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
111		-		-		s47		-		-		-		-		-		-		-		-		s49		s45		-		-		-		s7		-		-		s44		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		s121	s48		-		-		-		-		-		-		-		-		-		46		-		118		-		-		-		120		119		-		-		-		-		-		-		-		-		-		40		
112		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		s122	-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
113		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		s123	-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
114		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		s124	-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
115		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		s125	-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
116		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		s126	-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
117		-		r57		-		r57		-		-		-		-		-		-		r57		-		-		r57		r57		-		r57		r57		r57		-		-		-		-		-		-		-		-		-		-		-		-		r57		-		r57		r57		-		-		r57		-		-		-		r57		-		r57		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
118		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		s127	-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
119		-		-		-		-		s128	-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		r62		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
120		-		-		-		-		r63		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		r63		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
121		-		-		-		-		r64		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		r64		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
122		-		r58		-		r58		-		-		-		-		-		-		r58		-		-		r58		r58		-		r58		r58		r58		-		-		-		-		-		-		-		-		-		-		-		-		r58		-		r58		r58		-		-		r58		-		-		-		r58		-		r58		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
123		-		r7		-		r7		-		-		-		-		-		-		r7		-		-		r7		r7		-		r7		r7		r7		-		-		-		-		-		-		-		-		-		-		-		-		r7		-		r7		r7		-		-		r7		-		-		-		r7		-		r7		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
124		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		s129	-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
125		-		r15		-		r15		-		-		-		-		-		-		r15		-		-		r15		r15		-		r15		r15		r15		-		-		-		-		-		-		-		-		-		-		-		-		r15		-		r15		r15		-		-		r15		-		-		-		r15		-		r15		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
126		-		r53		-		r53		-		-		-		-		s131	-		r53		-		-		r53		r53		-		r53		r53		r53		-		-		-		-		-		-		-		-		-		-		-		-		r53		-		r53		r53		-		-		r53		-		-		-		r53		-		r53		-		-		-		-		-		-		-		-		130		132		-		-		-		-		-		-		-		-		-		-		-		-		-		
127		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		r60		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
128		-		-		s47		-		-		-		-		-		-		-		-		s49		s45		-		-		-		s7		-		-		s44		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		s121	s48		-		-		-		-		-		-		-		-		-		46		-		133		-		-		-		120		119		-		-		-		-		-		-		-		-		-		40		
129		-		s8		-		s18		-		-		-		-		-		-		s11		-		-		s17		s13		-		s7		s20		s16		-		-		-		-		-		-		-		-		-		-		-		-		s12		-		-		s9		-		-		s5		-		-		-		s15		-		-		-		-		14		-		-		-		3		-		-		-		-		-		-		6		10		134		2		19		-		-		-		-		4		
130		-		r16		-		r16		-		-		-		-		-		-		r16		-		-		r16		r16		-		r16		r16		r16		-		-		-		-		-		-		-		-		-		-		-		-		r16		-		r16		r16		-		-		r16		-		-		-		r16		-		r16		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
131		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		s20		-		-		-		s135	-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		136		-		-		-		-		-		-		-		-		
132		-		r19		-		r19		-		-		-		-		-		-		r19		-		-		r19		r19		-		r19		r19		r19		-		-		-		-		-		-		-		-		-		-		-		-		r19		-		r19		r19		-		-		r19		-		-		-		r19		-		r19		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
133		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		r61		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
134		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		s137	-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
135		-		s8		-		s18		-		-		-		-		-		-		s11		-		-		s17		s13		-		s7		s20		s16		-		-		-		-		-		-		-		-		-		-		-		-		s12		-		-		s9		-		-		s5		-		-		-		s15		-		-		-		-		14		-		-		-		3		-		-		-		-		-		-		6		10		138		2		19		-		-		-		-		4		
136		-		r18		-		r18		-		-		-		-		-		-		r18		-		-		r18		r18		-		r18		r18		r18		-		-		-		-		-		-		-		-		-		-		-		-		r18		-		r18		r18		-		-		r18		-		-		-		r18		-		r18		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
137		-		r14		-		r14		-		-		-		-		-		-		r14		-		-		r14		r14		-		r14		r14		r14		-		-		-		-		-		-		-		-		-		-		-		-		r14		-		r14		r14		-		-		r14		-		-		-		r14		-		r14		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
138		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		s139	-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
139		-		r17		-		r17		-		-		-		-		-		-		r17		-		-		r17		r17		-		r17		r17		r17		-		-		-		-		-		-		-		-		-		-		-		-		r17		-		r17		r17		-		-		r17		-		-		-		r17		-		r17		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		-		
